final_price,mileage
12.32,75.133
13.7,23.228
7.16,189.795
11.519,112.186
21.58,10
10.265,135.35
9.949999999999999,150
10.08,134.2
10.49,83.97799999999999
10.62,134.2
15.75,91.65000000000001
7.74,188.194
15.53,100
9.1,90.5
14.42,53.213
8.67,165
14.24,43.646
12.7,67
12.14,44.585
13.06,43.646
12.77,57.58
11.68,51.639
11.54,121.965
14.17,28.6
14.81,15.5
28.68,37.15
11.22,105.931
14.87,58.4
30.47,15.9
5.63,137
11.96,140.4
10.64,58.355
16.19,88
7.52,160
6.56,177
2.32,195
16.538,11.7
5.02,174
13.08,53
11.24,56.4
10.37,99.5
16.29,85
12.86,106.114
16.72,11.7
2.89,195
3.88,198.343
14.73,64.29000000000001
13.87,69
8.710000000000001,75.5
7.68,174
11.53,64.55
8.33,93
24.54,62
8.41,169
3.68,195
8.029999999999999,184
9.33,122.322
10.55,72.26000000000001
12.03,99.89700000000001
12.629,126.795
11.15,115.215
10.13,64.2
12.61,96.49800000000001
9.34,176.2
15.3,96.383
15.23,44.027
6.64,139.419
10.12,141.7
24.66,10.15
11.079,75
10.82,120.791
9.01,120.095
8.720000000000001,96
14.97,32
10.16,155.079
15.78,76
12.48,77
13.3,40
22.33,38
9.58,112.06
9.019,111
30.8,14
28.13,23.423
11.66,68.05
16.81,26.9
16.71,41.04
15.51,22.1
14.82,31.66
9.94,123.97
6.859,197
21.14,15.8
7.285,197
11.91,66.432
12.9,97.441
8.390000000000001,128.202
20.16,34.5
23.59,14.45
16.82,42.12
12.36,116.931
6.45,182
14.529,86
7.7,173
6.93,162
10.87,83.8
8.130000000000001,100
10.06,49.992
12.459,51
10.41,118.391
7.36,113.857
19.83,27.248
9.01,125
10.279,127
19.74,27.4
18.22,41.692
11.9,76
10.499,109.559
16.57,28.2
10.06,82.2
12.91,86.38500000000001
11.41,78.90000000000001
11.44,149
14.569,65.89
14.89,58.162
9.34,176
14.1,18.935
13.78,65.80500000000001
18.14,19.8
18.07,27.66
13.58,98.905
14.59,62
14.3,51.3
12.36,57.6
18.95,15.983
16.82,14.5
14.838,95.5
12.89,139.463
12.45,51.639
11.5,81.497
15.51,83.59999999999999
12.79,140.4
9.960000000000001,94.342
9.470000000000001,176
6.17,149.85
18.303,41.7
10.889,61.17
13.459,80.47499999999999
9.300000000000001,175
8.51,90.324
8.98,135.75
13.25,69.913
14.42,61.825
4,87
7,97.2
16.78,20.9
11.72,80
7.88,148.38
8.02,163.623
12.34,66.658
12.04,75.402
20.17,11.984
8.68,152
19.329,12.7
7.13,180.4
15.099,62.7
12.678,31.118
10.96,127.022
9.810000000000001,138.971
18.07,46.29
8.539999999999999,147.5
16.5,45.288
12.18,35
17.78,62.9
20.25,15.834
9.34,114.175
13.32,71
9.138999999999999,146.9
6.08,195
12.44,105.55
7.02,101.752
18.85,32
15.75,31.97
6,182
14.33,119.735
21.939,17.377
13.27,35.2
15.18,119.5
9.57,55.6
9.631,122.529
9.550000000000001,90.58499999999999
11.08,70.06
12.609,70
10.207,55.5
12.96,79.875
13.25,84.40000000000001
9.73,114.029
8.810000000000001,133.7
15.74,55.207
9.869999999999999,123
12.99,99.856
6.66,183.78
8.890000000000001,119.645
8.318,93.753
7.727,83.40000000000001
15.25,53.3
10.06,68.241
11.35,63.863
14.63,96.7
13.064,41.405
15.78,33.586
23.4,15.524
16.088,82.40000000000001
10,140
10.02,145
9.390000000000001,48.075
12.26,77
13.24,52.2
12.59,127.3
13.98,21.88
9.779,122.2
9.310000000000001,114.6
17.03,58.728
13.87,74.136
9.300000000000001,173
12.54,52.2
9.949999999999999,95.858
13.75,49.987
14.21,80.471
10.869,126.417
12.44,75.313
13.68,47.177
2.29,191
17.57,43.45
13.16,83.739
11.56,60.765
8.929,119
12.07,76.188
7.1,84.78
15.611,25.518
11.86,88.247
8.289999999999999,163.44
11.64,71.893
20.46,14.773
9.17,151.048
7.93,125
22.26,10.89
20.15,18.3
14.039,24.9
10.93,66.5
25.17,15.5
11.69,107.23
6.42,132.7
13.75,116.174
7.19,122
19.67,16.917
7.25,196
12.449,51.1
19.22,15.16
21.77,11.627
9.720000000000001,163.415
12.87,73.589
8.640000000000001,86.8
16.999,23.3
9.99,105
13.78,49.103
19.52,16.526
6.87,120
14.19,49.75
13.49,98
13.6,65
8.470000000000001,193.308
21.22,16.8
11.535,102.232
10.825,126.736
9.49,97.947
7.5,150
11.9,138.4
15.71,125.164
8.17,127
13.66,50
16.209,33
17.86,24
13.59,54.2
13.12,39.586
20.06,28.479
15.99,63.15
7.5,150.286
14.13,24.884
12.609,44.2
10.95,59.98
11.519,92.90000000000001
14.34,45.31
16.23,32.472
8.69,120.228
14.38,31.5
9.84,125
18.16,24.9
11.9,88.2
12.68,32.6
16.109,61.404
14.82,18.5
21.16,17.701
7.89,166.2
17.06,50
11.43,140.4
14.15,126
11.18,148
13.82,65.7
15.99,70.535
13.942,31.579
11.72,125
9.319000000000001,143
16.8,48.605
17.259,27.33
12.009,102.504
19.02,20.759
8.33,100
13.96,34.5
11.42,82.8
10.19,108.568
14.5,44.109
14.065,45
6.78,133.47
12.38,61.193
13.84,64.68300000000001
9.470000000000001,155.819
11.42,93.511
11.599,88.301
14.79,52.018
18.185,61.778
12.38,114.5
8.49,122.701
4.07,169.912
12.37,64.75700000000001
12.05,71.49
12.478,120.1
6.72,133
18.91,16.009
23.064,18.022
16.16,43.8
8.710000000000001,138.902
15.459,90.142
16.029,29.65
13.35,56
20.96,19.979
20.568,12.895
10.949,38.508
9.09,113.702
12.28,116
17.03,30.595
9.560000000000001,107.62
13.7,89
14.395,54.995
10.04,43.5
13.919,34.5
12.839,171.553
12.16,198
11.098,67.5
6.75,174
13.68,45.634
10.11,75.64
10.73,59.387
18.06,51.7
10.888,75
10.68,119.9
18.84,50.126
13.06,128.505
10.36,107.6
20.06,24.584
12.51,120.56
13.48,81.91500000000001
12.65,131.415
10.22,119.488
16.03,25.16
18.97,30.5
6.36,172.194
9.49,156
12.39,97.946
19.34,13.517
9.630000000000001,163.415
15.1,74.99
12.089,128.056
18.35,38.9
21.24,22
8.630000000000001,160.065
13.339,17.288
1.2,181
8.355,157
12.29,110.805
16.48,64.2
13.14,39.586
11.57,154
11.53,130.709
9.949999999999999,75.855
18.3,46.311
9.83,108.881
16.129,28.481
12.49,86.313
7.71,168
16.27,41.731
9.17,132.357
10.84,120
18.63,24.006
10.25,112.196
15.56,76.377
18.788,25.178
15.16,17.5
11.001,36.68
13.14,41.6
12.44,34.1
16.4,14.104
8.959,111
8.93,83.5
8.93,114
8.939,157
22.11,23.999
12.33,60.55
15.34,49.98
10.8,71
15.965,55.6
9.919000000000001,127
8.09,111.832
14.36,101.1
9.33,149.987
10.03,116.64
12.55,48
12.43,81.59999999999999
13.548,70.5
9.65,118.363
17.495,24.615
12.299,131
14.45,40.9
9.914,99.84999999999999
10.23,77.62900000000001
5.459,193.101
14.19,57.25
8.984,141.788
11.74,99.40000000000001
17.1,59.9
13.34,107.15
14.43,52.4
11.93,122
10.14,63.994
10.379,123.6
12.97,20.409
11.6,99.8
9.34,134.5
19.94,37.5
10.78,54
14.07,68.867
14.97,81.95
9.49,136.7
7.41,135.818
11.55,73
20.1,23.122
19.52,24.979
11.42,123.6
10.82,117.588
12.76,122.364
19.83,25
12.78,81.83199999999999
17.276,10.975
13.08,29.064
10.37,63
19.82,25.925
10.2,149.952
12.41,140
9.734999999999999,120
11.04,73.3
19.929,97.59999999999999
28.3,39.222
14.98,54.9
15.37,27.02
17.67,27.778
8.23,116.222
13.75,47.815
13.21,83.5
10.75,95.223
11.05,83
10.87,148.821
7.995,197
24.42,21.6
15.68,53
10.08,21.322
19.4,24.979
20.59,20.5
15.46,41.8
16.41,28.2
8.5,124.672
8.390000000000001,106.459
18.36,26.55
12.52,73.27500000000001
11.69,62.931
12.72,51.639
18.845,11.612
13.215,49.14
20.71,24.09
8.6,130.607
12.22,114.13
13.58,119.964
8.76,113.993
16.3,26.9
3.629,136
11.9,93.97799999999999
13.2,53
6.56,144.2
11.32,138.313
15.21,49.9
28.54,39.222
11.77,143.798
12.82,55
9.82,123.009
10.24,104
10.89,109.9
7.63,147.432
10.07,99.40000000000001
14.09,38.233
20.075,27.5
28.25,19.5
10.02,125.231
9.550000000000001,81
11.33,84
10.13,167.948
6.7,112
5.95,108.75
17.5,27.778
14.46,40.141
21.48,27.9
13.57,73.904
10.83,124.677
19.809,27.25
10.71,59.96
14.75,49
8.23,108.064
11.82,87
10.81,139.9
14.029,100.835
12.46,88.25
13.13,31.2
11.815,96.2
12.03,85.486
8.755000000000001,197
12.47,94.98
11.4,137.276
13.13,39.586
20.219,18.833
10.07,74.224
6.17,197
16.95,22
12.009,130
18.52,13.43
14.19,60.373
12.5,181.1
17.53,22.906
16.81,111.358
14.55,115.9
13.24,68.52
16.5,27.778
12.32,62.931
18.64,22.769
18.43,22.793
18.92,24.142
19.61,21.095
20.199,18.581
11.05,105.567
28.76,19.5
9.699999999999999,124.987
15.23,44
12.14,62.931
11.15,119.284
10.91,140.087
9.380000000000001,136.2
10.399,145.4
9.48,114
6.78,179.309
10.69,50.829
11.49,70.06
12.48,52.298
13.17,99
7.89,146.806
14.12,34.98
12.779,122.6
13.98,43.653
7.128,79.987
20.34,22.295
16.14,26.71
11.61,140.4
12.5,60.391
19.57,17.2
22.37,25.574
12.369,74.95
10.989,119.7
13.21,33.5
28.16,19.5
19.37,24.979
10.339,138.739
6.69,176.726
8.85,118.081
18.41,26.865
15.51,45.31
14.41,36.5
10.435,80.813
20.71,24.7
18.65,40.783
14.7,50.2
12.61,57.9
11.66,105.817
16.53,46.7
14.4,60.811
27.3,39.222
15.405,21.236
13.69,88
15.36,32
3.61,191
10.17,69.378
19.83,13.15
12.11,54.68
7.25,163.8
7.59,162
10.33,56.354
12.91,62.504
13.435,89.8
11.69,87.694
11.26,174.5
9.76,111.294
8.59,75.5
13.844,46.256
13.46,84.389
17.93,77.209
13.569,47
13.65,43.799
10.45,70.06
10.58,25
9.359999999999999,122.7
7.29,90.697
6.44,150
10.49,123.97
10.97,140.4
22.02,18.99
10.39,65.90000000000001
14.179,38.621
11.47,147
7,129
9.925000000000001,149.645
15.51,83.38200000000001
16.97,82.937
23.91,199.65
12.27,72.15000000000001
18.42,21.85
16.34,12.35
9.138999999999999,61.17
17.3,54
18.37,27.1
7.26,162
12.61,61
21.089,27.5
13.19,46.9
11.695,100
11.35,119
8.138999999999999,174
13.668,69
12.27,51.639
12.41,84.09999999999999
10.95,78.202
10.91,97.46899999999999
12.23,135.6
8.890000000000001,177.458
13.24,64.79300000000001
15.19,87.5
6.45,154.16
15.07,70.743
15.12,32.38
20.78,21.7
6.33,180
23.47,18.5
11.62,166
8.67,170
15.29,95.157
7.81,95
16.29,71
12.14,110
17.44,49.818
9.890000000000001,118.35
8.73,147.749
19.75,18
9.710000000000001,113.111
14.38,89.75
7.84,163
10.53,135
11.07,118.9
20.864,27.5
17.68,66.818
10.74,114
13.369,124
9.829000000000001,144.918
8.24,147.3
9.029999999999999,181.1
6.49,130
6.95,139.35
6.299,130.259
8.579000000000001,171.4
11.64,51.639
4.349,179
12.16,47.5
7.14,138
22.18,21.4
12.64,51.639
13.15,47
20.91,19.5
23.27,69.90000000000001
9.619999999999999,183
7.46,144
14.23,47
17.29,36.8
21.55,13.97
11.8,99.09999999999999
19.82,18.77
13.88,90
19.46,27
9.629,171.4
12.68,43.8
11.61,14.7
9.73,83
8.15,111.635
9.390000000000001,134
10.18,70.06
6.32,178.5
15.64,69
22.47,60.1
18.089,32.5
11.81,140.4
12.72,98.83799999999999
17.13,69.99
18.09,29.321
9.310000000000001,108.817
16.1,49.9
13.05,119.502
13.61,98.97
10.41,99.74
9.01,169.743
10.34,175
9.550000000000001,98.827
15.26,94.48
11.88,124.866
18.16,30.241
8.069000000000001,128.469
23.99,40
11.96,79.355
14.09,97.40000000000001
10.82,98.02800000000001
11.49,99.855
16.23,22.156
23.349,15
11.22,116.749
11.48,79.98
11.27,91.244
13.35,77.374
11.97,74
18.46,86.8
17.53,23.766
12.47,98.97
12.08,64.767
9.6,149.663
12.93,124.7
9.9,99.98
10.219,99.874
10.97,116
13.39,78.955
18.23,25.64
13.7,89.44
12.35,98.905
15.019,50.217
11.05,59.387
13.43,67.514
17.85,44.9
11.99,114.46
11.25,124.801
16.43,10.298
8.050000000000001,162.586
19.764,29.951
11.63,99.548
7.415,197
6.08,150.286
15.82,114.16
7.94,199.46
12.04,140.4
19.51,25.3
10.55,94.352
17.1,21.707
12.49,99.95
9.73,99.286
15.459,90.142
6.25,172.333
9.050000000000001,90
13.47,124.971
12.96,114.022
12.479,98.988
7.82,189.152
10.36,80.96299999999999
14.509,61.404
12.21,22.424
10.47,99.28
11.34,98.887
19.1,13
13.75,48.5
13.44,45.559
10.55,134.915
22.45,13.434
10.05,111.58
9.210000000000001,174.078
14.39,74.236
11.24,99.434
10.98,124.644
6.98,168
10.63,99.987
8.68,115.9
29.1,15.382
12.72,116.039
13.48,85.687
13.23,99.806
16.2,124.156
14.64,92.78
9.49,66
9.880000000000001,124.677
13.04,124.792
11.6,124.987
10.36,99.64100000000001
16.65,29.9
12.18,99.833
20.21,20.5
10.19,99.24
10.41,133.665
22.95,18
11.12,98.988
13.08,137.243
10.97,124.25
9.560000000000001,86.90000000000001
12.57,117.943
11.68,129.522
8.93,118
19.38,25.86
12.86,68
10.48,138.481
13.52,112.486
13.77,48.6
19.3,17.77
21.64,25.574
11.14,104.655
12.38,79.949
5.92,138.43
12.539,171.553
12.07,48.5
15.11,79.5
11.54,139.548
14.13,27.263
11.55,119.39
12.77,58.25
11.43,98.895
10.05,118.999
12.84,119.964
11.52,99.84999999999999
11.63,119.311
10.47,106
11.92,105.507
14.1,99.28
11.36,118.593
10.03,122.393
9.449,119.5
6.89,108.65
12.63,61
13.17,109.845
12.8,97.441
11.39,99.807
9.09,144
11.63,97.345
6.64,193.5
12.33,129.923
10.45,75.64
11.9,98
18.37,24.406
11.63,135.993
8.989000000000001,109.07
12.13,112.99
11.91,99.88500000000001
9.560000000000001,79.824
10.78,117
20.61,10.875
12.03,98.788
11.609,112.795
16.92,98.741
10.13,124.152
11.63,123.8
11.56,149.766
17.113,25.947
17.18,25.85
11.78,79.706
19.09,30.5
12.919,102.504
12.26,91.571
10.45,99.655
11.02,119.488
12.12,99.97499999999999
11.95,99.98
13.53,98.077
11.23,77.252
12.49,135.782
18.16,38.678
14.45,76
11.6,81.131
13.88,93.609
13.31,71.465
13.16,85
9.279999999999999,118
11.22,124.015
12.19,60.317
9.57,135.21
13.61,108.5
14.635,67.8
17.74,24.472
16.925,59.882
7.52,100
8.779999999999999,169.6
15.115,98.5
6.01,183.3
10.59,104.9
11.85,72.108
22.44,106.8
18.11,32
11.47,89.78100000000001
15.685,61.149
12.26,77
12.73,109.5
7.475,197
11.219,119.171
14.15,58.85
11.08,109.454
12.52,51.639
12.01,93.80200000000001
11.36,78.90000000000001
15.32,29.9
10.45,89
14.69,38.95
11.1,150
16.08,19.25
13.24,54.5
13.99,102.68
6.36,127
10.61,93.82899999999999
15.09,17.942
13.52,85.012
13.37,54.25
11.18,76
10.309,127
13.03,96.09999999999999
8.52,102.845
12.72,45.559
16.54,29.4
8.17,191.05
11.65,83.35299999999999
13.56,64.2
14.04,141
11.11,121.338
17.45,14.219
8.17,99.788
10.89,77.7
12,116.279
20.819,18.65
17.39,67.40000000000001
15.74,36.673
9.18,157
10.588,74.75400000000001
13.494,51.752
18.7,24.5
8.69,73.5
23.66,18.5
14.85,45.5
15.96,33.3
7.48,41.5
5.54,197
19.87,23.675
10.29,98.09999999999999
20.36,31.1
10.889,69.3
14.07,64.90000000000001
25.15,28
10.77,91.182
10.6,77
7.14,167.2
10.09,122.261
12.059,66.3
8.09,170
12.76,79.99
16.92,72.47799999999999
14.03,78.7
5.61,143.09
14.71,33
18.788,19.338
12.96,48.676
13.12,45.559
10.38,132.7
18.95,36.6
9.640000000000001,156
13.72,38.3
15.14,35.5
17.79,19.9
11.755,145.179
10.2,149
12.21,124.9
9.82,86.66200000000001
11.6,140.4
11.589,67.90000000000001
10.83,149.005
9.1,54.5
16.78,24.455
12.759,40.07
15.425,88.481
18.63,20.647
18.28,19.9
13.55,39.204
19.94,24.13
10.48,97.53
19.11,53.382
15.565,59.568
5.06,177.446
13.409,96.5
5.52,82.40000000000001
6.87,103.435
14.04,101
10.06,70.06
9.664999999999999,110.755
18.34,14.336
16.72,42.25
19.02,25.94
17.465,41.1
5.32,115
12.64,99.712
16.23,55
14.58,101.7
9.26,81.243
12.45,51.639
8.449999999999999,122
11.54,72.5
10.87,79
18.255,15.89
8.65,147
10.8,63.592
13.894,91.813
14,74.32299999999999
12.61,143.5
8.035,145.8
10.76,100.317
11.95,93.80200000000001
12.2,107
16.41,31.96
11.34,104.373
8.859999999999999,114
10.04,107.251
10.95,73.089
13.92,103.99
12.29,93.80200000000001
12.62,113.925
14.74,80.91
12.75,99.89
12.43,51.639
5.05,104
12.73,67.678
13.75,114.5
20.3,24.2
14.869,23.5
6.69,183
11.279,60.1
15.77,43.2
13.25,100
9.390000000000001,174
14.48,46.86
14.77,67.361
10.97,70.06
16.394,21.76
10.43,53.977
12.299,74.06699999999999
18.9,38
13.129,102.606
6.95,144.98
14.41,66.2
6.67,172
10.39,132
20.64,16.873
9.609999999999999,99.987
10.72,50
10.179,149.735
11.648,33.7
17.28,34.3
11.34,93.82899999999999
9.709,121.868
11.08,93.82899999999999
8.965,187.253
7.83,146.567
8.23,118
11.31,50.9
17.052,29.714
15.51,21.537
14.35,88
15.49,38.577
7.25,179.309
15.55,99.157
12.69,98.018
16.151,69.378
11.28,89.874
16.14,39.48
9,123.589
22.49,28
10.97,88.85299999999999
15.16,74.609
11.25,92.935
13.61,121.447
9.75,99.461
16.01,45
17.805,18.667
18.93,18.2
13.55,41.3
10.62,81.75
15.529,65.15000000000001
12.65,67
11.39,67.5
17.784,27.673
8.460000000000001,148
20.93,21.343
17.925,30.143
9.130000000000001,113.807
12.02,86
16.42,23.687
15.73,80.06699999999999
14.54,75
8.98,101
14.31,63.3
15.61,51.798
14.8,79.437
7.04,150
13.59,40.213
19.65,21.2
13.5,41.193
9.5,15.5
6.408,79.987
9.23,85.616
24.06,13.056
10.97,81.131
11.27,89.899
20.11,14.89
9.369,160.376
13.85,70
13.559,66.14
12.55,79
15.048,57.6
15.98,87.928
9.449999999999999,103
17.65,33.253
14.13,62
11.44,67
20.131,15.134
15.25,37
10.389,61.17
18.49,11.738
16.73,33
13.31,101.972
14.42,59
12.079,96.59
9.810000000000001,98.02800000000001
9.93,117.77
12.72,75
13.63,98.40000000000001
13.04,78
10.46,90.72199999999999
11.47,113.6
6.77,188.604
8.84,161.647
13.768,73.40000000000001
10.3,139.987
7.63,92
8.960000000000001,136.1
19.96,15.602
16.98,107.16
12.189,77
14.139,101.027
12.049,65.3
20.37,19.99
11.6,51.639
10.29,106.767
14.54,53
22.14,19
11.69,99.78
12.56,140.4
12.14,98
10.53,94
10.18,98.8
12.45,88
13.77,80.785
7.47,174.183
13.34,113.518
8.720000000000001,119.645
12.36,80.749
11.02,50.829
8.710000000000001,97.31999999999999
9.390000000000001,133.015
14.57,54.538
5.9,183.8
10.89,102.93
16.54,64.80500000000001
7.28,150.286
13.569,73.054
14.62,45.55
8.679,94.7
14.699,61.404
19.91,18.35
9.365,181.775
10.995,104.19
11.93,85.242
13.29,78.8
15.129,90.142
12.04,159
15.88,64.36
12.86,127.747
19.23,39.398
11.53,130.063
10.03,122.478
10.76,66.5
9.57,131.471
9.75,193.1
9.859999999999999,114.528
7.819999999999999,197.8
13.08,52.642
18.415,14.793
11.02,140.62
18.58,27.6
15.21,40.9
17.18,24.1
10.96,110.4
9.939,153.121
11.75,140.4
5.16,190.25
9.779999999999999,109.869
15.27,70.896
12.83,82.59
11.65,91.44499999999999
16.9,49.39
14.88,60.607
14.77,46.86
15.78,75.797
11.89,51.639
17.89,22.932
11.4,76.92700000000001
13.86,27.039
11.9,67.55500000000001
7.8,182.95
18.739,12.981
17.81,32.522
12.56,51.635
13.7,34.028
10.229,140.89
10.52,156.9
1.2,183
12.67,93.5
11.92,171.553
14.926,97.87600000000001
11.25,146.11
16.34,43.3
5.439,168
25.45,13.235
20.73,35
8.33,126.96
10.46,116
29.04,34.03
7.565,197
29.39,17.5
8.98,50.993
20.728,12.8
17.71,22.164
17.809,42.595
14.6,46.568
13.16,45.299
7.88,169
10.71,139
15.61,91
16.44,28.22
8.19,179.338
9.300000000000001,100
21.079,22.245
9.52,135.622
10.61,59.387
14.16,34.692
5.36,139.653
10.37,118.586
12.58,51.639
17.62,43.6
